user_id,R,F,M,R_score,F_score,M_score,RFM_total,segment
110311,2,5,5,4,3,3,10,高价值用户
110328,0,2,2,4,1,1,6,新用户
110336,1,4,4,4,3,3,10,高价值用户
110339,5,3,3,2,2,2,6,一般用户
110350,6,1,1,1,1,1,3,一般用户
110357,4,1,1,2,1,1,4,一般用户
110359,1,4,4,4,3,3,10,高价值用户
110360,3,2,2,3,1,1,5,新用户
110365,0,3,3,4,2,2,8,潜力用户
110373,0,1,1,4,1,1,6,新用户
110387,7,1,1,1,1,1,3,一般用户
110405,1,5,5,4,3,3,10,高价值用户
110431,6,1,1,1,1,1,3,一般用户
110455,3,3,3,3,2,2,7,潜力用户
110499,1,2,2,4,1,1,6,新用户
110505,1,2,2,4,1,1,6,新用户
110511,4,1,1,2,1,1,4,一般用户
110520,3,2,2,3,1,1,5,新用户
110531,1,2,2,4,1,1,6,新用户
110541,1,2,2,4,1,1,6,新用户
110549,2,3,3,4,2,2,8,潜力用户
110557,2,2,2,4,1,1,6,新用户
110588,8,1,1,1,1,1,3,一般用户
110597,2,2,2,4,1,1,6,新用户
110622,7,4,4,1,3,3,7,流失高价值用户
110624,5,1,1,2,1,1,4,一般用户
110633,2,1,1,4,1,1,6,新用户
110635,1,1,1,4,1,1,6,新用户
110652,2,2,2,4,1,1,6,新用户
110653,2,4,4,4,3,3,10,高价值用户
110661,4,1,1,2,1,1,4,一般用户
110679,6,1,1,1,1,1,3,一般用户
110681,8,1,1,1,1,1,3,一般用户
110686,6,2,2,1,1,1,3,一般用户
110694,1,9,9,4,3,3,10,高价值用户
110704,0,6,6,4,3,3,10,高价值用户
110707,1,3,3,4,2,2,8,潜力用户
110710,2,4,4,4,3,3,10,高价值用户
110715,3,1,1,3,1,1,5,新用户
110720,4,2,2,2,1,1,4,一般用户
110725,2,2,2,4,1,1,6,新用户
110776,3,2,2,3,1,1,5,新用户
110801,4,4,4,2,3,3,8,流失高价值用户
110802,5,2,2,2,1,1,4,一般用户
110804,4,2,2,2,1,1,4,一般用户
110818,1,2,2,4,1,1,6,新用户
110827,8,1,1,1,1,1,3,一般用户
110862,0,2,2,4,1,1,6,新用户
110872,4,1,1,2,1,1,4,一般用户
110873,4,4,4,2,3,3,8,流失高价值用户
110878,0,2,2,4,1,1,6,新用户
110881,3,1,1,3,1,1,5,新用户
110885,1,4,4,4,3,3,10,高价值用户
110904,4,3,3,2,2,2,6,一般用户
110924,1,3,3,4,2,2,8,潜力用户
110928,4,3,3,2,2,2,6,一般用户
110934,1,1,1,4,1,1,6,新用户
110956,1,3,3,4,2,2,8,潜力用户
110973,2,1,1,4,1,1,6,新用户
110976,1,2,2,4,1,1,6,新用户
110989,4,2,2,2,1,1,4,一般用户
111004,2,1,1,4,1,1,6,新用户
111015,6,1,1,1,1,1,3,一般用户
111023,0,3,3,4,2,2,8,潜力用户
111041,7,2,2,1,1,1,3,一般用户
111052,1,4,4,4,3,3,10,高价值用户
111063,8,1,1,1,1,1,3,一般用户
111068,0,2,2,4,1,1,6,新用户
111081,7,1,1,1,1,1,3,一般用户
111095,3,3,3,3,2,2,7,潜力用户
111097,6,2,2,1,1,1,3,一般用户
111102,1,1,1,4,1,1,6,新用户
111107,5,5,5,2,3,3,8,流失高价值用户
111124,4,1,1,2,1,1,4,一般用户
111132,1,1,1,4,1,1,6,新用户
111169,7,1,1,1,1,1,3,一般用户
111184,8,1,1,1,1,1,3,一般用户
111196,3,1,1,3,1,1,5,新用户
111200,0,2,2,4,1,1,6,新用户
111213,0,2,2,4,1,1,6,新用户
111216,0,2,2,4,1,1,6,新用户
111221,3,1,1,3,1,1,5,新用户
111226,0,3,3,4,2,2,8,潜力用户
111247,0,2,2,4,1,1,6,新用户
111262,2,2,2,4,1,1,6,新用户
111266,1,5,5,4,3,3,10,高价值用户
111268,6,1,1,1,1,1,3,一般用户
111270,1,6,6,4,3,3,10,高价值用户
111273,8,1,1,1,1,1,3,一般用户
111288,5,4,4,2,3,3,8,流失高价值用户
111306,1,2,2,4,1,1,6,新用户
111322,2,8,8,4,3,3,10,高价值用户
111342,0,2,2,4,1,1,6,新用户
111346,1,1,1,4,1,1,6,新用户
111349,2,3,3,4,2,2,8,潜力用户
111365,1,2,2,4,1,1,6,新用户
111369,0,1,1,4,1,1,6,新用户
111386,5,4,4,2,3,3,8,流失高价值用户
111387,0,1,1,4,1,1,6,新用户
111459,0,3,3,4,2,2,8,潜力用户
111467,2,3,3,4,2,2,8,潜力用户
111482,0,2,2,4,1,1,6,新用户
111492,1,2,2,4,1,1,6,新用户
111501,4,1,1,2,1,1,4,一般用户
111512,3,1,1,3,1,1,5,新用户
111517,0,1,1,4,1,1,6,新用户
111524,1,5,5,4,3,3,10,高价值用户
111542,5,1,1,2,1,1,4,一般用户
111549,1,3,3,4,2,2,8,潜力用户
111551,6,2,2,1,1,1,3,一般用户
111552,3,4,4,3,3,3,9,高价值用户
111556,0,2,2,4,1,1,6,新用户
111572,5,2,2,2,1,1,4,一般用户
111585,0,1,1,4,1,1,6,新用户
111616,5,1,1,2,1,1,4,一般用户
111626,3,3,3,3,2,2,7,潜力用户
111629,0,3,3,4,2,2,8,潜力用户
111643,4,2,2,2,1,1,4,一般用户
111647,3,1,1,3,1,1,5,新用户
111692,0,2,2,4,1,1,6,新用户
111700,7,1,1,1,1,1,3,一般用户
111711,4,2,2,2,1,1,4,一般用户
111727,1,2,2,4,1,1,6,新用户
111738,0,2,2,4,1,1,6,新用户
111755,3,1,1,3,1,1,5,新用户
111765,4,5,5,2,3,3,8,流失高价值用户
111770,8,2,2,1,1,1,3,一般用户
111811,5,3,3,2,2,2,6,一般用户
111820,3,3,3,3,2,2,7,潜力用户
111821,3,1,1,3,1,1,5,新用户
111823,1,1,1,4,1,1,6,新用户
111826,1,1,1,4,1,1,6,新用户
111841,1,1,1,4,1,1,6,新用户
111848,4,2,2,2,1,1,4,一般用户
111856,8,1,1,1,1,1,3,一般用户
111860,5,1,1,2,1,1,4,一般用户
111867,1,3,3,4,2,2,8,潜力用户
111890,0,1,1,4,1,1,6,新用户
111894,1,1,1,4,1,1,6,新用户
111908,4,1,1,2,1,1,4,一般用户
111932,5,4,4,2,3,3,8,流失高价值用户
111933,5,1,1,2,1,1,4,一般用户
111941,3,1,1,3,1,1,5,新用户
111942,3,4,4,3,3,3,9,高价值用户
111948,4,5,5,2,3,3,8,流失高价值用户
111952,1,1,1,4,1,1,6,新用户
111976,4,1,1,2,1,1,4,一般用户
111987,6,1,1,1,1,1,3,一般用户
112040,4,2,2,2,1,1,4,一般用户
112057,2,2,2,4,1,1,6,新用户
112058,4,1,1,2,1,1,4,一般用户
112070,0,3,3,4,2,2,8,潜力用户
112087,0,2,2,4,1,1,6,新用户
112092,5,1,1,2,1,1,4,一般用户
112094,0,1,1,4,1,1,6,新用户
112099,5,1,1,2,1,1,4,一般用户
112104,0,1,1,4,1,1,6,新用户
112108,3,1,1,3,1,1,5,新用户
112111,3,4,4,3,3,3,9,高价值用户
112141,1,1,1,4,1,1,6,新用户
112145,1,2,2,4,1,1,6,新用户
112160,4,1,1,2,1,1,4,一般用户
112165,2,2,2,4,1,1,6,新用户
112166,5,2,2,2,1,1,4,一般用户
112208,3,2,2,3,1,1,5,新用户
112220,0,2,2,4,1,1,6,新用户
112225,8,1,1,1,1,1,3,一般用户
112229,1,1,1,4,1,1,6,新用户
112242,1,1,1,4,1,1,6,新用户
112243,1,1,1,4,1,1,6,新用户
112253,0,1,1,4,1,1,6,新用户
112274,2,1,1,4,1,1,6,新用户
112285,1,1,1,4,1,1,6,新用户
112286,7,1,1,1,1,1,3,一般用户
112287,0,4,4,4,3,3,10,高价值用户
112296,4,2,2,2,1,1,4,一般用户
112316,6,1,1,1,1,1,3,一般用户
112369,0,3,3,4,2,2,8,潜力用户
112372,0,4,4,4,3,3,10,高价值用户
112393,0,1,1,4,1,1,6,新用户
112435,4,1,1,2,1,1,4,一般用户
112447,3,2,2,3,1,1,5,新用户
112456,1,3,3,4,2,2,8,潜力用户
112457,7,1,1,1,1,1,3,一般用户
112471,5,1,1,2,1,1,4,一般用户
112485,1,1,1,4,1,1,6,新用户
112503,2,4,4,4,3,3,10,高价值用户
112526,5,2,2,2,1,1,4,一般用户
112535,8,1,1,1,1,1,3,一般用户
112544,0,1,1,4,1,1,6,新用户
112555,8,1,1,1,1,1,3,一般用户
112558,0,3,3,4,2,2,8,潜力用户
112566,7,1,1,1,1,1,3,一般用户
112568,5,2,2,2,1,1,4,一般用户
112571,6,2,2,1,1,1,3,一般用户
112573,7,1,1,1,1,1,3,一般用户
112584,5,1,1,2,1,1,4,一般用户
112587,0,1,1,4,1,1,6,新用户
112597,3,13,13,3,3,3,9,高价值用户
112614,1,2,2,4,1,1,6,新用户
112621,6,1,1,1,1,1,3,一般用户
112630,2,2,2,4,1,1,6,新用户
112654,4,2,2,2,1,1,4,一般用户
112668,2,1,1,4,1,1,6,新用户
112676,5,2,2,2,1,1,4,一般用户
112677,7,2,2,1,1,1,3,一般用户
112684,5,3,3,2,2,2,6,一般用户
112689,4,1,1,2,1,1,4,一般用户
112691,2,1,1,4,1,1,6,新用户
112710,1,6,6,4,3,3,10,高价值用户
112713,7,3,3,1,2,2,5,一般用户
112717,3,14,14,3,3,3,9,高价值用户
112735,7,1,1,1,1,1,3,一般用户
112741,0,8,8,4,3,3,10,高价值用户
112768,3,2,2,3,1,1,5,新用户
112775,0,2,2,4,1,1,6,新用户
112799,0,2,2,4,1,1,6,新用户
112802,0,1,1,4,1,1,6,新用户
112804,7,1,1,1,1,1,3,一般用户
112829,0,2,2,4,1,1,6,新用户
112832,3,2,2,3,1,1,5,新用户
112841,2,1,1,4,1,1,6,新用户
112844,6,3,3,1,2,2,5,一般用户
112845,0,2,2,4,1,1,6,新用户
112855,4,1,1,2,1,1,4,一般用户
112864,5,3,3,2,2,2,6,一般用户
112867,3,2,2,3,1,1,5,新用户
112870,6,3,3,1,2,2,5,一般用户
112877,2,6,6,4,3,3,10,高价值用户
112887,1,4,4,4,3,3,10,高价值用户
112899,1,1,1,4,1,1,6,新用户
112910,7,1,1,1,1,1,3,一般用户
112914,3,1,1,3,1,1,5,新用户
112920,7,1,1,1,1,1,3,一般用户
112933,3,5,5,3,3,3,9,高价值用户
112934,2,5,5,4,3,3,10,高价值用户
112936,0,3,3,4,2,2,8,潜力用户
112952,8,1,1,1,1,1,3,一般用户
112961,1,3,3,4,2,2,8,潜力用户
112965,0,1,1,4,1,1,6,新用户
112970,0,7,7,4,3,3,10,高价值用户
112972,3,1,1,3,1,1,5,新用户
112981,0,2,2,4,1,1,6,新用户
112988,2,1,1,4,1,1,6,新用户
113014,4,1,1,2,1,1,4,一般用户
113023,3,1,1,3,1,1,5,新用户
113027,6,2,2,1,1,1,3,一般用户
113031,0,1,1,4,1,1,6,新用户
113034,3,2,2,3,1,1,5,新用户
113053,1,1,1,4,1,1,6,新用户
113059,4,2,2,2,1,1,4,一般用户
113069,1,2,2,4,1,1,6,新用户
113080,2,3,3,4,2,2,8,潜力用户
113111,1,4,4,4,3,3,10,高价值用户
113116,1,1,1,4,1,1,6,新用户
113118,5,1,1,2,1,1,4,一般用户
113143,1,1,1,4,1,1,6,新用户
113163,0,6,6,4,3,3,10,高价值用户
113164,6,7,7,1,3,3,7,流失高价值用户
113194,7,1,1,1,1,1,3,一般用户
113198,2,2,2,4,1,1,6,新用户
113221,3,1,1,3,1,1,5,新用户
113244,0,1,1,4,1,1,6,新用户
113253,3,3,3,3,2,2,7,潜力用户
113255,7,2,2,1,1,1,3,一般用户
113256,3,2,2,3,1,1,5,新用户
113269,1,3,3,4,2,2,8,潜力用户
113291,1,3,3,4,2,2,8,潜力用户
113321,0,5,5,4,3,3,10,高价值用户
113361,1,4,4,4,3,3,10,高价值用户
113371,2,4,4,4,3,3,10,高价值用户
113372,2,6,6,4,3,3,10,高价值用户
113375,3,3,3,3,2,2,7,潜力用户
113397,0,6,6,4,3,3,10,高价值用户
113401,0,1,1,4,1,1,6,新用户
113424,3,2,2,3,1,1,5,新用户
113446,2,6,6,4,3,3,10,高价值用户
113491,0,1,1,4,1,1,6,新用户
113512,2,3,3,4,2,2,8,潜力用户
113514,8,1,1,1,1,1,3,一般用户
113523,7,4,4,1,3,3,7,流失高价值用户
113526,6,1,1,1,1,1,3,一般用户
113564,0,2,2,4,1,1,6,新用户
113570,0,6,6,4,3,3,10,高价值用户
113571,6,6,6,1,3,3,7,流失高价值用户
113572,3,1,1,3,1,1,5,新用户
113584,6,4,4,1,3,3,7,流失高价值用户
113593,2,1,1,4,1,1,6,新用户
113617,3,5,5,3,3,3,9,高价值用户
113625,3,1,1,3,1,1,5,新用户
113627,0,4,4,4,3,3,10,高价值用户
113640,4,2,2,2,1,1,4,一般用户
113690,8,1,1,1,1,1,3,一般用户
113696,2,5,5,4,3,3,10,高价值用户
113701,3,5,5,3,3,3,9,高价值用户
113705,6,7,7,1,3,3,7,流失高价值用户
113709,2,1,1,4,1,1,6,新用户
113722,6,3,3,1,2,2,5,一般用户
113731,5,1,1,2,1,1,4,一般用户
113732,5,1,1,2,1,1,4,一般用户
113743,3,1,1,3,1,1,5,新用户
113748,8,1,1,1,1,1,3,一般用户
113749,0,2,2,4,1,1,6,新用户
113762,1,1,1,4,1,1,6,新用户
113768,8,1,1,1,1,1,3,一般用户
113823,1,4,4,4,3,3,10,高价值用户
113829,0,4,4,4,3,3,10,高价值用户
113834,1,3,3,4,2,2,8,潜力用户
113848,7,1,1,1,1,1,3,一般用户
113873,8,1,1,1,1,1,3,一般用户
113879,3,3,3,3,2,2,7,潜力用户
113890,8,2,2,1,1,1,3,一般用户
113896,1,5,5,4,3,3,10,高价值用户
113900,1,1,1,4,1,1,6,新用户
113910,1,1,1,4,1,1,6,新用户
113932,0,3,3,4,2,2,8,潜力用户
113936,4,1,1,2,1,1,4,一般用户
113938,0,3,3,4,2,2,8,潜力用户
113956,1,3,3,4,2,2,8,潜力用户
113968,2,1,1,4,1,1,6,新用户
113973,7,7,7,1,3,3,7,流失高价值用户
113983,1,1,1,4,1,1,6,新用户
113984,2,2,2,4,1,1,6,新用户
114002,1,2,2,4,1,1,6,新用户
114010,1,1,1,4,1,1,6,新用户
114031,5,2,2,2,1,1,4,一般用户
114035,0,2,2,4,1,1,6,新用户
114036,3,3,3,3,2,2,7,潜力用户
114040,1,1,1,4,1,1,6,新用户
114046,4,1,1,2,1,1,4,一般用户
114069,5,2,2,2,1,1,4,一般用户
114105,7,1,1,1,1,1,3,一般用户
114132,7,1,1,1,1,1,3,一般用户
114141,5,4,4,2,3,3,8,流失高价值用户
114142,2,2,2,4,1,1,6,新用户
114160,5,1,1,2,1,1,4,一般用户
114172,4,2,2,2,1,1,4,一般用户
114189,0,3,3,4,2,2,8,潜力用户
114197,4,1,1,2,1,1,4,一般用户
114208,4,1,1,2,1,1,4,一般用户
114209,4,1,1,2,1,1,4,一般用户
114219,4,2,2,2,1,1,4,一般用户
114220,8,1,1,1,1,1,3,一般用户
114224,5,1,1,2,1,1,4,一般用户
114229,3,5,5,3,3,3,9,高价值用户
114232,6,1,1,1,1,1,3,一般用户
114246,1,4,4,4,3,3,10,高价值用户
114252,5,1,1,2,1,1,4,一般用户
114278,5,1,1,2,1,1,4,一般用户
114280,6,1,1,1,1,1,3,一般用户
114295,0,1,1,4,1,1,6,新用户
114309,8,2,2,1,1,1,3,一般用户
114321,0,1,1,4,1,1,6,新用户
114341,1,1,1,4,1,1,6,新用户
114344,2,1,1,4,1,1,6,新用户
114361,7,1,1,1,1,1,3,一般用户
114365,0,2,2,4,1,1,6,新用户
114367,1,2,2,4,1,1,6,新用户
114375,3,6,6,3,3,3,9,高价值用户
114415,7,1,1,1,1,1,3,一般用户
114419,2,1,1,4,1,1,6,新用户
114436,5,1,1,2,1,1,4,一般用户
114438,2,1,1,4,1,1,6,新用户
114454,0,2,2,4,1,1,6,新用户
114457,8,1,1,1,1,1,3,一般用户
114459,2,1,1,4,1,1,6,新用户
114467,2,11,11,4,3,3,10,高价值用户
114478,4,3,3,2,2,2,6,一般用户
114523,0,1,1,4,1,1,6,新用户
114524,4,2,2,2,1,1,4,一般用户
114536,0,1,1,4,1,1,6,新用户
114546,4,5,5,2,3,3,8,流失高价值用户
114558,3,4,4,3,3,3,9,高价值用户
114565,4,2,2,2,1,1,4,一般用户
114569,8,1,1,1,1,1,3,一般用户
114571,8,1,1,1,1,1,3,一般用户
114576,2,1,1,4,1,1,6,新用户
114594,0,1,1,4,1,1,6,新用户
114601,4,4,4,2,3,3,8,流失高价值用户
114616,8,1,1,1,1,1,3,一般用户
114635,6,1,1,1,1,1,3,一般用户
114644,1,3,3,4,2,2,8,潜力用户
114650,1,1,1,4,1,1,6,新用户
114656,1,1,1,4,1,1,6,新用户
114664,2,1,1,4,1,1,6,新用户
114669,1,2,2,4,1,1,6,新用户
114672,4,8,8,2,3,3,8,流失高价值用户
114687,1,7,7,4,3,3,10,高价值用户
114714,7,1,1,1,1,1,3,一般用户
114744,1,1,1,4,1,1,6,新用户
114749,4,2,2,2,1,1,4,一般用户
114752,5,1,1,2,1,1,4,一般用户
114754,7,1,1,1,1,1,3,一般用户
114771,0,1,1,4,1,1,6,新用户
114779,1,1,1,4,1,1,6,新用户
114781,0,9,9,4,3,3,10,高价值用户
114798,6,2,2,1,1,1,3,一般用户
114805,0,1,1,4,1,1,6,新用户
114823,4,1,1,2,1,1,4,一般用户
114824,0,3,3,4,2,2,8,潜力用户
114848,0,1,1,4,1,1,6,新用户
114861,3,1,1,3,1,1,5,新用户
114864,0,2,2,4,1,1,6,新用户
114873,1,2,2,4,1,1,6,新用户
114892,5,2,2,2,1,1,4,一般用户
114900,8,2,2,1,1,1,3,一般用户
114912,1,2,2,4,1,1,6,新用户
114917,7,1,1,1,1,1,3,一般用户
114926,3,5,5,3,3,3,9,高价值用户
114927,2,1,1,4,1,1,6,新用户
114931,2,2,2,4,1,1,6,新用户
114941,3,5,5,3,3,3,9,高价值用户
114948,0,18,18,4,3,3,10,高价值用户
114954,1,4,4,4,3,3,10,高价值用户
114962,2,1,1,4,1,1,6,新用户
115009,4,1,1,2,1,1,4,一般用户
115031,0,5,5,4,3,3,10,高价值用户
115039,8,1,1,1,1,1,3,一般用户
115044,5,1,1,2,1,1,4,一般用户
115046,7,4,4,1,3,3,7,流失高价值用户
115047,3,3,3,3,2,2,7,潜力用户
115098,3,1,1,3,1,1,5,新用户
115104,0,1,1,4,1,1,6,新用户
115109,0,4,4,4,3,3,10,高价值用户
115147,3,1,1,3,1,1,5,新用户
115168,4,1,1,2,1,1,4,一般用户
115179,2,3,3,4,2,2,8,潜力用户
115185,7,2,2,1,1,1,3,一般用户
115197,0,3,3,4,2,2,8,潜力用户
115221,1,2,2,4,1,1,6,新用户
115222,1,1,1,4,1,1,6,新用户
115224,2,1,1,4,1,1,6,新用户
115238,7,1,1,1,1,1,3,一般用户
115242,0,2,2,4,1,1,6,新用户
115245,0,1,1,4,1,1,6,新用户
115247,0,3,3,4,2,2,8,潜力用户
115250,8,1,1,1,1,1,3,一般用户
115254,1,6,6,4,3,3,10,高价值用户
115274,8,1,1,1,1,1,3,一般用户
115281,2,1,1,4,1,1,6,新用户
115289,5,1,1,2,1,1,4,一般用户
115299,1,1,1,4,1,1,6,新用户
115320,8,1,1,1,1,1,3,一般用户
115327,3,1,1,3,1,1,5,新用户
115337,1,6,6,4,3,3,10,高价值用户
115344,1,1,1,4,1,1,6,新用户
115350,1,1,1,4,1,1,6,新用户
115374,8,1,1,1,1,1,3,一般用户
115376,1,1,1,4,1,1,6,新用户
115387,0,3,3,4,2,2,8,潜力用户
115411,1,8,8,4,3,3,10,高价值用户
115415,5,2,2,2,1,1,4,一般用户
115416,2,5,5,4,3,3,10,高价值用户
115424,0,2,2,4,1,1,6,新用户
115438,4,1,1,2,1,1,4,一般用户
115440,0,3,3,4,2,2,8,潜力用户
115442,3,1,1,3,1,1,5,新用户
115453,6,2,2,1,1,1,3,一般用户
115462,6,1,1,1,1,1,3,一般用户
115476,3,1,1,3,1,1,5,新用户
115506,5,4,4,2,3,3,8,流失高价值用户
115509,6,2,2,1,1,1,3,一般用户
115512,0,3,3,4,2,2,8,潜力用户
115530,1,2,2,4,1,1,6,新用户
115531,6,4,4,1,3,3,7,流失高价值用户
115543,8,1,1,1,1,1,3,一般用户
115555,3,1,1,3,1,1,5,新用户
115563,1,2,2,4,1,1,6,新用户
115596,1,2,2,4,1,1,6,新用户
115614,0,3,3,4,2,2,8,潜力用户
115618,5,2,2,2,1,1,4,一般用户
115638,6,1,1,1,1,1,3,一般用户
115648,2,2,2,4,1,1,6,新用户
115651,0,2,2,4,1,1,6,新用户
115686,2,1,1,4,1,1,6,新用户
115710,2,1,1,4,1,1,6,新用户
115718,7,1,1,1,1,1,3,一般用户
115730,1,3,3,4,2,2,8,潜力用户
115738,3,3,3,3,2,2,7,潜力用户
115749,4,1,1,2,1,1,4,一般用户
115752,0,4,4,4,3,3,10,高价值用户
115762,5,2,2,2,1,1,4,一般用户
115773,4,1,1,2,1,1,4,一般用户
115774,7,2,2,1,1,1,3,一般用户
115810,4,3,3,2,2,2,6,一般用户
115813,4,1,1,2,1,1,4,一般用户
115822,5,1,1,2,1,1,4,一般用户
115864,5,2,2,2,1,1,4,一般用户
115866,6,1,1,1,1,1,3,一般用户
115874,1,2,2,4,1,1,6,新用户
115880,3,2,2,3,1,1,5,新用户
115906,6,1,1,1,1,1,3,一般用户
115914,4,3,3,2,2,2,6,一般用户
115919,2,1,1,4,1,1,6,新用户
115932,4,6,6,2,3,3,8,流失高价值用户
115935,4,3,3,2,2,2,6,一般用户
115941,1,4,4,4,3,3,10,高价值用户
115950,0,1,1,4,1,1,6,新用户
115966,0,2,2,4,1,1,6,新用户
115967,8,1,1,1,1,1,3,一般用户
115972,5,1,1,2,1,1,4,一般用户
115983,7,1,1,1,1,1,3,一般用户
115989,8,1,1,1,1,1,3,一般用户
115994,0,1,1,4,1,1,6,新用户
115996,0,2,2,4,1,1,6,新用户
116018,4,2,2,2,1,1,4,一般用户
116019,2,1,1,4,1,1,6,新用户
116028,2,12,12,4,3,3,10,高价值用户
116102,6,2,2,1,1,1,3,一般用户
116108,0,8,8,4,3,3,10,高价值用户
116123,1,1,1,4,1,1,6,新用户
116132,0,5,5,4,3,3,10,高价值用户
116133,8,1,1,1,1,1,3,一般用户
116143,1,1,1,4,1,1,6,新用户
116155,0,1,1,4,1,1,6,新用户
116167,1,2,2,4,1,1,6,新用户
116201,8,1,1,1,1,1,3,一般用户
116204,5,1,1,2,1,1,4,一般用户
116229,0,1,1,4,1,1,6,新用户
116241,2,5,5,4,3,3,10,高价值用户
116262,4,7,7,2,3,3,8,流失高价值用户
116264,3,1,1,3,1,1,5,新用户
116269,5,1,1,2,1,1,4,一般用户
116271,2,1,1,4,1,1,6,新用户
116282,7,1,1,1,1,1,3,一般用户
116286,4,1,1,2,1,1,4,一般用户
116287,2,1,1,4,1,1,6,新用户
116290,5,1,1,2,1,1,4,一般用户
116308,0,1,1,4,1,1,6,新用户
116310,0,1,1,4,1,1,6,新用户
116327,4,2,2,2,1,1,4,一般用户
116328,5,1,1,2,1,1,4,一般用户
116333,2,2,2,4,1,1,6,新用户
116343,1,1,1,4,1,1,6,新用户
116344,0,3,3,4,2,2,8,潜力用户
116345,6,1,1,1,1,1,3,一般用户
116352,8,1,1,1,1,1,3,一般用户
116355,1,3,3,4,2,2,8,潜力用户
116363,0,2,2,4,1,1,6,新用户
116364,1,2,2,4,1,1,6,新用户
116381,6,1,1,1,1,1,3,一般用户
116387,7,1,1,1,1,1,3,一般用户
116405,1,4,4,4,3,3,10,高价值用户
116407,4,1,1,2,1,1,4,一般用户
116430,4,1,1,2,1,1,4,一般用户
116459,2,1,1,4,1,1,6,新用户
116469,2,1,1,4,1,1,6,新用户
116523,0,9,9,4,3,3,10,高价值用户
116530,7,1,1,1,1,1,3,一般用户
116550,4,1,1,2,1,1,4,一般用户
116554,2,2,2,4,1,1,6,新用户
116572,0,3,3,4,2,2,8,潜力用户
116582,0,5,5,4,3,3,10,高价值用户
116588,7,1,1,1,1,1,3,一般用户
116596,1,3,3,4,2,2,8,潜力用户
116607,4,1,1,2,1,1,4,一般用户
116608,7,1,1,1,1,1,3,一般用户
116617,1,1,1,4,1,1,6,新用户
116624,6,1,1,1,1,1,3,一般用户
116636,0,1,1,4,1,1,6,新用户
116647,0,1,1,4,1,1,6,新用户
116656,4,1,1,2,1,1,4,一般用户
116659,3,2,2,3,1,1,5,新用户
116666,2,1,1,4,1,1,6,新用户
116682,0,7,7,4,3,3,10,高价值用户
116693,5,1,1,2,1,1,4,一般用户
116701,3,1,1,3,1,1,5,新用户
116717,6,1,1,1,1,1,3,一般用户
116722,2,2,2,4,1,1,6,新用户
116736,5,1,1,2,1,1,4,一般用户
116760,2,2,2,4,1,1,6,新用户
116767,2,1,1,4,1,1,6,新用户
116769,0,5,5,4,3,3,10,高价值用户
116796,5,2,2,2,1,1,4,一般用户
116797,3,3,3,3,2,2,7,潜力用户
116801,0,6,6,4,3,3,10,高价值用户
116805,0,3,3,4,2,2,8,潜力用户
116809,5,1,1,2,1,1,4,一般用户
116812,6,1,1,1,1,1,3,一般用户
116820,4,5,5,2,3,3,8,流失高价值用户
116821,7,2,2,1,1,1,3,一般用户
116842,0,2,2,4,1,1,6,新用户
116843,7,1,1,1,1,1,3,一般用户
116859,1,1,1,4,1,1,6,新用户
116867,6,1,1,1,1,1,3,一般用户
116868,0,1,1,4,1,1,6,新用户
116869,8,1,1,1,1,1,3,一般用户
116885,6,1,1,1,1,1,3,一般用户
116892,6,1,1,1,1,1,3,一般用户
116894,1,7,7,4,3,3,10,高价值用户
116897,1,1,1,4,1,1,6,新用户
116901,2,1,1,4,1,1,6,新用户
116906,8,1,1,1,1,1,3,一般用户
116911,3,2,2,3,1,1,5,新用户
116930,6,5,5,1,3,3,7,流失高价值用户
116941,3,5,5,3,3,3,9,高价值用户
116963,1,1,1,4,1,1,6,新用户
117006,2,2,2,4,1,1,6,新用户
117009,5,1,1,2,1,1,4,一般用户
117013,0,5,5,4,3,3,10,高价值用户
117016,1,1,1,4,1,1,6,新用户
117019,0,4,4,4,3,3,10,高价值用户
117038,3,1,1,3,1,1,5,新用户
117041,1,2,2,4,1,1,6,新用户
117053,2,3,3,4,2,2,8,潜力用户
117075,0,4,4,4,3,3,10,高价值用户
117080,2,3,3,4,2,2,8,潜力用户
117085,7,2,2,1,1,1,3,一般用户
117090,2,2,2,4,1,1,6,新用户
117092,2,2,2,4,1,1,6,新用户
117115,5,2,2,2,1,1,4,一般用户
117117,4,1,1,2,1,1,4,一般用户
117146,1,3,3,4,2,2,8,潜力用户
117154,8,2,2,1,1,1,3,一般用户
117156,2,1,1,4,1,1,6,新用户
117163,0,2,2,4,1,1,6,新用户
117171,2,2,2,4,1,1,6,新用户
117174,0,5,5,4,3,3,10,高价值用户
117176,7,2,2,1,1,1,3,一般用户
117184,6,5,5,1,3,3,7,流失高价值用户
117190,2,1,1,4,1,1,6,新用户
117193,1,4,4,4,3,3,10,高价值用户
117198,6,1,1,1,1,1,3,一般用户
117200,6,3,3,1,2,2,5,一般用户
117202,0,1,1,4,1,1,6,新用户
117206,3,2,2,3,1,1,5,新用户
117226,0,2,2,4,1,1,6,新用户
117246,3,1,1,3,1,1,5,新用户
117255,3,1,1,3,1,1,5,新用户
117278,4,2,2,2,1,1,4,一般用户
117284,5,1,1,2,1,1,4,一般用户
117311,6,1,1,1,1,1,3,一般用户
117330,3,1,1,3,1,1,5,新用户
117336,2,1,1,4,1,1,6,新用户
117341,0,1,1,4,1,1,6,新用户
117347,3,2,2,3,1,1,5,新用户
